id,reviewer_name,platform,review_text,translated_review_text,normalized_rating,date,country,sentiment,stay_type
546939138,Fida N,Tripadvisor,"At first glance, the Bizerta Resort seems ok. The reception area, the grounds outside, the beach access, the nice outdoors pool and the heated indoors pool all give the illusion that it's a proper hotel. Even the rooms are spacious. But that is where the positive aspects end. The sink does not drain, the toilet does not flush, the bathroom is depressing, the food is terrible, the breakfast is basic and service is virtually absent. If you've got an ocean view room, make sure you're on the third floor otherwise you risk seeing more concrete structures than ocean from the balcony.

We were there for a conference and the meeting room was nicely located and very well heated. But it's not a place where I would choose to come for a holiday, as you spend most of your time stressing because the basics don't work.","At first glance, the Bizerta Resort seems ok. The reception area, the grounds outside, the beach access, the nice outdoors pool and the heated indoors pool all give the illusion that it's a proper hotel. Even the rooms are spacious. But that is where the positive aspects end. The sink does not drain, the toilet does not flush, the bathroom is depressing, the food is terrible, the breakfast is basic and service is virtually absent. If you've got an ocean view room, make sure you're on the third floor otherwise you risk seeing more concrete structures than ocean from the balcony.

We were there for a conference and the meeting room was nicely located and very well heated. But it's not a place where I would choose to come for a holiday, as you spend most of your time stressing because the basics don't work.",4,2017-12-12,Tunisia,Positive,BUSINESS
545898985,Rastallaro,Tripadvisor,"hotel pulito e con svariati servizi,che vanno, dall'accoglienza alla cura del corpo.
Camere sempre ben pulite e profumate,basta mettere l'apposito marcatore ""clean my room"" e verrete soddisfatti, l'unico inconveniente e che per due giorni e mancato riscaldamento e l'acqua non era caldissima,cosa poi risolta nel migliore dei modi.
il ristorante e' meritevole di una visita,la prima colazione e' veramente ottima e per tutti i gusti,pranzo e cena da gustare in compagnia di birra o vino,che vengono serviti normalmente ai tavoli,con ottimi piatti della cucina locale ed europea.La pasta non e' il loro forte.","Clean hotel and with various services, which go, from welcome to body care.
Always clean and fragrant rooms, just put the appropriate ""Clean My Room"" scorer and you will be satisfied, the only inconvenience and that for two days and failure to warm up and the water was not very hot, which then resolved in the best way.
The restaurant is worthy of a visit, breakfast is really excellent and for all tastes, lunch and dinner to be enjoyed in the company of beer or wine, which are normally served at the tables, with excellent dishes of local and European cuisine. The pasta is not their strong.",8,2017-12-08,Tunisia,Positive,BUSINESS
543613904,talhahusseini,Tripadvisor,"Ouvert en 1997, cet hôtel est encore en bon état général. L'accueil était correct.
J'ai visité quelques chambres et une  suite, dont l'ameublement est tout à fait correct pour un hôtel de 20 ans.
J'ai déjeuner une brick à l'œuf et un excellent couscous au poisson.
J'y ai bu un bon café turc.
Bref, j'ai passé un bon moment.
J'y retourne bientôt.","Opened in 1997, this hotel is still in good condition. The welcome was correct.
I visited a few rooms and a suite, whose furnishings are completely correct for a 20 -year -old hotel.
I have lunch an egg brick and an excellent fish couscous.
I drank a good Turkish coffee.
In short, I had a good time.
I go back soon.",8,2017-11-27,Tunisia,Positive,BUSINESS
519601746,Frelon 45,Tripadvisor,"Chambre avec jolie vue mer, vastes avec petite terrasse. Décoration vieillissante et salles de bains qui frisent l'obsolescence, notamment le niveau d'éclairement et La plomberie 
Pas de Wifi dans la chambre que j'occupais, aucune assistance de la réception qui ne semblait pas concernée 
La climatisation se ferme automatiquement des que l'on quitte la chambre, en conséquence lorsque l'on rentre en pleine journée l'atmosphère est étouffante et insupportable 
Joli bouquet TV international mais pas de liste des chaînes à disposition
Buffet petit déjeuner triste et sans intérêt 

La literie est bas de gamme et n'est pas à la hauteur du standing de l'hôtel et des prix de vente pratiqués 
Les animations aux alentours de l'hôtel sont tellement bruyantes qu'il est inutile de penser pouvoir profiter de la petite terrasse le soir. Même à l'intérieur de la chambre, fenêtres fermées, on est dérangés et il est impossible de dormir 

Bref, je suis déçu et je ne pense pas retourner dans cet établissement","Room with pretty sea view, large with small terrace. Aging decoration and bathrooms that border on obsolescence, in particular the level of lighting and plumbing 
No wifi in the room I occupied, no assistance from the reception which did not seem concerned 
Air conditioning automatically climbs that we leave the room, as a result when you go back in the middle of the day the atmosphere is stifling and unbearable 
Nice international TV bouquet but no list of channels available
Sad and uninteresting breakfast buffet 

The bedding is low -end and is not up to the standing of the hotel and the selling prices charged 
The entertainment around the hotel is so noisy that it is useless to think of being able to enjoy the small terrace in the evening. Even inside the room, closed windows, we are disturbed and it is impossible to sleep 

In short, I am disappointed and I do not think I return to this establishment",6,2017-08-30,Tunisia,Neutral,COUPLES
514896097,p g,Tripadvisor,"C'est un hôtel de bonne qualité bien placé 
La qualité de la cuisine est bonne 

Par le niveau du personnel est une honte 
Il faudrait que la direction de l'hôtel fasse l'effort de former commercialement son personnel et lui expliquer qu'un client n'est pas un assujetti de la sécu 
Par exemple : serveur qui vous enlève votre assiette ou même dresse la table du repas suivant alors que nous n'avions pas terminé le repas
Ou encore portier ou personnel de la réception arrogant ou agressif 

Une honte !","It is a good quality hotel well placed 
The quality of the kitchen is good 

By the level of staff is a shame 
The hotel management should make the effort to train its staff commercially and explain to them that a customer is not a security tax 
For example: server that removes your plate or even draws up the next meal table when we had not finished the meal
Or Porteur or Personnel of the arrogant or aggressive reception 

A shame!",2,2017-08-18,Tunisia,Positive,FAMILY
513084303,MeCosmogirl,Tripadvisor,"Oh well where do i begin...first of all we book this hotel because our friend had wedding so we had to stay one night...we book sea view room and paid for it and guess what got the street view...ok we won't bother it is just one night and we were tired from traveling 4 hrs with car...then AC not working...toilet not flushing...balcony doors handle broken...ok when we go out we will stop at reception and make a complaint and give them the order for room service breakfast in bed...guy at reception just said they don't have room bcs they are fully booked even though you can still book rooms on Expedia, interesting...and he can not take paper for room service we need to hang it on room doors...ok no problem we go back to room...in the morning guess what paper is still on the doors and no breakfast in room...i work in hospitality you are far far away from that...i know the situation in Tunisia is not so good and your salary is very low but if you continue like this you won't earn even this...i always tip hotel staff because i know the business but this blew me away...terrible service and management...","Oh well where do i begin...first of all we book this hotel because our friend had wedding so we had to stay one night...we book sea view room and paid for it and guess what got the street view...ok we won't bother it is just one night and we were tired from traveling 4 hrs with car...then AC not working...toilet not flushing...balcony doors handle broken...ok when we go out we will stop at reception and make a complaint and give them the order for room service breakfast in bed...guy at reception just said they don't have room bcs they are fully booked even though you can still book rooms on Expedia, interesting...and he can not take paper for room service we need to hang it on room doors...ok no problem we go back to room...in the morning guess what paper is still on the doors and no breakfast in room...i work in hospitality you are far far away from that...i know the situation in Tunisia is not so good and your salary is very low but if you continue like this you won't earn even this...i always tip hotel staff because i know the business but this blew me away...terrible service and management...",2,2017-08-15,Tunisia,Neutral,COUPLES
506525418,Hassan M,Tripadvisor,"Il faut éviter son restaurant que soit son buffet médiocre que soit le dîné servi à table non à hauteur d'un hôtel 4 étoiles.
Et surtout il faut bien vérifier les facteurs que vous allez signer pour éviter les mauvaises surprises.","It is necessary to avoid your restaurant may its mediocre buffet be the dinner served at the table not at a 4 -star hotel.
And above all you have to check the factors that you will sign to avoid unpleasant surprises.",2,2017-07-28,Tunisia,Negative,BUSINESS
505532446,Parafun,Tripadvisor,"Nous souhaitions passer une nuit voir 2 dans cet hôtel, nous n'avons même pas passé la porte, car pris a parti par les portier, arrogant condescendant, outre passant largement leurs fonctions en harcelant les clients de questions. L'accueil est à revoir et la formation du personnel aussi, l'amateurisme des portiers est affligeant.","We wanted to spend a night see 2 in this hotel, we did not even spend the door, because taken was part by the doorman, arrogant condescending, in addition to passing their functions by harassing the customers of questions. The reception is to be reviewed and the training of staff too, the amateurism of the doors is distressing.",2,2017-07-25,Tunisia,Neutral,FAMILY
501391458,IncredibleArnaud,Tripadvisor,"L'hôtel est bien situé, derrière la plage, proche du centre-ville. Il est propre et accueillant mais sans plus.
Les chambres nécessiteraient une petite rénovation, car l'ensemble date et n'est plus de première fraicheur.
La nuit, c'est un peu bruyant. Le petit-déjeuner ne propose pas beaucoup de choix et les produits ne sont pas très bons, notamment le café.

En bref, pour l'instant, ça va encore mais ça ne va pas durer encore quelques années...","The hotel is well located behind the beach, near the city center. It is clean and welcoming but nothing more.
The rooms would require a small renovation, because the whole date and is no longer fresh.
At night, it's a bit noisy. Breakfast does not offer a lot of choices and the products are not very good, especially coffee.

In short, for the moment, it is still going but it will not last a few more years ...",6,2017-07-12,Tunisia,Neutral,BUSINESS
498946180,malikabenr60,Tripadvisor,cher nourriture pas digne d un quatres etoiles a perdu beaucoup en qualite c etait mieux il y a dix ans en arriere c est plus des petits jeune qui vienne de l etranger en été qui sont soulant pour deux nuits sa passe mais sans plus,"Dear food not worthy of a four star lost a lot as it was better ten years ago, it is more young young people who come from abroad in summer who are tidy for two nights her pass but without more",4,2017-07-05,Tunisia,Positive,COUPLES
479397457,georgesboulos,Tripadvisor,"Très bonne expérience, le personnel est très professionnel et très flexible aux crises en particulier la réception. La chef de réception (Rym Ben Hasine) a été d'une grande aide et a fait preuve de beaucoup de flexibilité. Toute l'équipe est super gentille et professionnelle. Les chambres sont propres et bien entretenues, celles qui ont vue sur la piscine et la mer ont une superbe vue. L’hôtel offre des services (séminaire, spa, restauration...) Hotel à conseiller pour séminaires et pour des vacances en famille.","Very good experience, the staff are very professional and very flexible for crises in particular reception. The reception chief (Rym Ben Hasine) was of great help and has shown a lot of flexibility. The whole team is super kind and professional. The rooms are clean and well maintained, those who have seen on the swimming pool and the sea have a superb view. The hotel offers services (seminar, spa, catering ...) Hotel to advise for seminars and for family holidays.",10,2017-04-27,Tunisia,Positive,BUSINESS
479144362,GV58,Tripadvisor,"Ho soggiornato a lungo presso l'hotel per motivi di lavoro. E' veramente confortevole, molto pulito rispetto agli standard che ho visto altrove. Stanze grandi e se con vista sulla piscina e sul mare, un vero spettacolo.
Bagno grande e pulito. Personale cortese e solerte. Posizione ottima sia per passeggiate in città che escursioni fuori da essa.","I stayed for a long time at the hotel for work reasons. It is truly comfortable, very clean compared to the standards I have seen elsewhere. Large rooms and if with a view of the swimming pool and the sea, a real show.
Large and clean bathroom. Courteous and diligent staff. Excellent location for both walks in the city and excursions outside it.",8,2017-04-26,Tunisia,Positive,BUSINESS
477468853,Stéphane E,Tripadvisor,"Bel hôtel, très bon accueil, spacieux et propre.
Séjour dans le cadre de déplacement professionnel pour une nuit.
Je n'ai pas mangé sur place, ni pris le petit déjeuner.
J'y retournerai sans hésitation.","Nice hotel, very welcome, spacious and clean.
Stay as part of business travel for one night.
I haven't eaten on site, or have breakfast.
I will go back without hesitation.",8,2017-04-20,Tunisia,Positive,BUSINESS
476896873,Trabajador Viajero,Tripadvisor,"El hotel es grande, desayuno es algo escaso de variedad, mucho tipico de la zona pero seria mejor algo mas variado pa los estranjeros.
La habitacion no estaba mal, me toco una con bienas vistas aunque la limpieza aparentaba mas de lo que era, el primer dia bien pero cuando ya va en 5 no se esfuerza mucho el personal de limpieza.

Un mal detalle fue que con la reserva era obligatorio que debiamos pagar con targeta, y a la hora de la verdad pues nanai, nos la jugaron y si no es por el director estams alli aun.

No tngo muy claro si repetiria en este hotel","The hotel is large, breakfast is a scarce variety, a lot of typical in the area but it would be better more varied for the strangers.
The room was not bad, I played one with good views although cleaning appeared more than it was, the first day well but when it goes in 5 it does not strive the cleaning staff.

A bad detail was that with the reservation it was mandatory that we had to pay with targeta, and at the time of truth because Nanai, they played it to us and if it is not for the director Estams there yet.

No very clear if I would repeat at this hotel",6,2017-04-18,Tunisia,Positive,BUSINESS
466475233,Saint_ethique,Tripadvisor,"Can't complain about the staff and the cleanliness of the rooms although some softener could be used for the towels..
The restaurant is of poor quality and service for such a luxury hotel beneath expectation.
Breakfast is ok but the coffee was exceptionally lousy","Can't complain about the staff and the cleanliness of the rooms although some softener could be used for the towels..
The restaurant is of poor quality and service for such a luxury hotel beneath expectation.
Breakfast is ok but the coffee was exceptionally lousy",6,2017-03-12,Tunisia,Neutral,BUSINESS
443588847,domtrotteur,Tripadvisor,"Belle hotel, avec un accueil chaleureux
Les repas sont bon et variées 
Les chambre confortable et bien insonorisé 
Le plus de l'hôtel est la piscine et la plage 
Vraiment très très bien pour les séjours d'affaire 
Merci encore pour l'acceuil","Beautiful hotel, with a warm welcome
Meals are good and varied 
Comfortable and well soundproofed rooms 
The most of the hotel is the swimming pool and the beach 
Really very good for business stays 
Thank you again for the welcome",6,2016-12-11,Tunisia,Positive,BUSINESS
434661601,Farid L,Tripadvisor,Ho passato due notte in resort il servizio e piacevole le camere sono puliti la spiagia e a 50mt le camere a vista mare ottimo hotel consigliato per passare una vacanza lunga e anche per lavoro salutii,I spent two nights in the resorts the service and pleasant the rooms are clean the spy and at 50mt the sea view rooms excellent hotel recommended to spend a long holiday and also for work greetings,10,2016-11-04,Tunisia,Positive,BUSINESS
430540901,Guillaume J,Tripadvisor,"Le personnel est accueillant. Ma chambre était correcte sauf le pommeau de douche qui était fort abîmé. 
Côté nourriture, le poisson était bon mais le reste banal et certains serveurs ont une mémoire de poisson rouge. 
La vue sur la mer est sympa. 
L'hôtel mériterait tout de même un rafraîchissement au niveau des peintures (tout s'écaille ).
 ","The staff are welcoming. My room was correct except the shower head which was very damaged. 
On the food side, the fish was good but the rest commonplace and some servers have a red fish memory. 
The sea view is nice. 
The hotel still deserves a refreshment at the level of the paintings (everything flakes).",6,2016-10-22,Tunisia,Positive,BUSINESS
429052397,Hermann K,Tripadvisor,Ich war beruflich schon öfter in diesem Hotel. Es ist ein sehr gepflegtes Hotel mit gutem Service. Frau Ben Hassine an der Rezeption spricht gut deutsch und hat uns bestens betreut. Gerne komme ich nächstes Jahr wieder!,I have been to this hotel for work many times. It is a very well -kept hotel with good service. Ms. Ben Hassine at the reception speaks German well and looked after us. I am happy to come back next year!,8,2016-10-18,Tunisia,Positive,BUSINESS
414716151,chengel,Tripadvisor,"Séjour pour affaires en LPD d'un Week-end fin de l'été.

Points forts :
Chambres spacieuses. TV avec des chaînes française avec une image de très bonne qualité. Tf1, Fr2, Fr3, M6, France 24.
Bureau dans la chambre. Longue piscine profonde (pour les sportifs). Petite salle de musculation. Bonne qualité de massage et soins. Le petit déjeuner est sympathique. Personnel sympathique.

Point à améliorer :
La moquette dans les chambres mériterait un nettoyage en profondeur ou un remplacement. Le climatiseur de chambre mériterait une petite recharge de gaz pour être plus efficace. Le parking n'est pas fermé par une clôture et portail. La literie et la décoration mériteraient un relooking. (Années 80/90).

Dans l'ensemble l'hôtel est entretenu et correcte. La ville est très sympathique surtout le quartier du vieux port.","Stay for business in LPD for a weekend at the end of the summer.

Strengths:
Spacious rooms. TV with French channels with a very good quality image. TF1, FR2, FR3, M6, France 24.
Office in the room. Long deep swimming pool (for athletes). Small bodybuilding room. Good quality of massage and care. Breakfast is friendly. Friendly staff.

Point to improve:
The carpet in the rooms deserves to be thoroughly deserves or replacement. The chamber air conditioner deserves a small gas recharge to be more effective. The parking lot is not closed by a fence and gate. Bedding and decoration deserve a makeover. (80s and 90s).

Overall the hotel is maintained and correct. The city is very friendly especially the district of Old Port.",6,2016-09-04,Tunisia,Positive,NONE
407851250,Mohammad G,Tripadvisor,"A bit expensive but nice hotel

Breakfast is nice

Two swimming pools 
One inside and one outside 

There is a gym but you have to pay for it 

Old city is very close about 10 minutes walk

The rooms have good space
But no boiler for tea

People are very friendly at reception 

Food is great at hotel restaurant and price is acceptable","A bit expensive but nice hotel

Breakfast is nice

Two swimming pools 
One inside and one outside 

There is a gym but you have to pay for it 

Old city is very close about 10 minutes walk

The rooms have good space
But no boiler for tea

People are very friendly at reception 

Food is great at hotel restaurant and price is acceptable",8,2016-08-20,Tunisia,Positive,FAMILY
407181765,Stephanie A,Tripadvisor,Merci départ avec plein de regret on à passer du 5/08 au 12/08/2016 au top de la femme de ménage agréable avec petite attention de rose sur le lit et réception et personnel au top et très professionnel fidèle depuis 2010 c pas près de changer et vous méritez amplement vos 5 étoiles à bientôt ,Thank you departure with lots of regret we go from 5/08 to 12/08/2016 at the top of the pleasant cleaning lady with little pink attention on the bed and reception and personal at the top and very professional loyal since 2010 C not close to changing and you deserve your 5 stars soon,10,2016-08-18,Tunisia,Positive,FAMILY
405424740,linkess,Tripadvisor,"ont à passé une fête de mariage le 13/08/2016 ont n est pas satisfait
- tu ouvre la porte tous seul 
- pas d accueil chaleureux 
- climatisation nulle 
- pas de sécurité 
- la voiture est trop loin du porte principale 
voilà et je parle d un 4 étoile 
c est pas la première au moi de juin j ai assister à un congre c est pire ni climatisation  ni accueil même le ministre de l énergie a réagi à se faite 
b nuit ","have spent a wedding party on 08/13/2016 were not satisfied
- You open the door on your own 
- No warm welcome 
- Air conditioning zero 
- No safety 
- The car is too far from the main door 
here and I'm talking about a 4 star 
It is not the first in June me I attended a congress it is worse neither air conditioning nor reception even the Minister of Energy reacted to 
B night",8,2016-08-14,Tunisia,Neutral,FAMILY
388783523,Duanra G,Tripadvisor,"Ospitalite positif : chambre très propre , mais surtout tous les soir à mon retour il y a des fleures, des images avec les serviettes merveilleuse!!!
Restaurent et petit déjeuner : Positif
Présence de Alcol
La réception très très sincère .
Heureusement à Bizerte il y a ce Hotel!!
","Positive spitality: very clean room, but especially every evening when I return there are flowers, images with wonderful towels !!!
Restore and breakfast: positive
Presence of Alcol
Very sincere reception.
Fortunately in Bizerte there is this hotel !!",8,2016-07-03,Tunisia,Positive,BUSINESS
375381946,Aziz T,Tripadvisor,"Excellent hôtel, service impeccable, personnel serviable et accueillant 
chambre spacieux et vue magnifique
Salle de séminaire spacieuse
grand merci pour le personnel de l'hôtel (banquier, réception, maintenance, .....)","Excellent hotel, impeccable service, helpful and welcoming staff 
Spacious room and beautiful view
Spacious seminar
Many thanks for the hotel staff (banker, reception, maintenance, .....)",10,2016-05-22,Tunisia,Positive,BUSINESS
370610733,PierreVischioni,Tripadvisor,"We stayed there for two nights. The place looks overall ok, like a true resort. We payed 110 euros per night (55 euros per person, not sure why they count per person...). Quite a sum for Tunisia and from there one is tempted to judge everything based on rather high standards. And that s when one gets often disappointed, though not always. The room was nice with sea view and lots of light. Hotel itself looks old, like it hasn't been maintained since the 80s. One can feel that these are hard times for tourism and that money is scarce. Hotel seems understaffed. Staff are very nice, though better service would be expected for this kind of hotel. Alcohol is served and the bar looks old and empty and atmosphere rather sad. Two swimming pools - outdoor and indoor - though outdoor was not open yet. Outside the badly needs maintenance.  Breakfast was included but was simply of  horrible quality. Internet worked bad.  So overall OK but not worth the price really. ","We stayed there for two nights. The place looks overall ok, like a true resort. We payed 110 euros per night (55 euros per person, not sure why they count per person...). Quite a sum for Tunisia and from there one is tempted to judge everything based on rather high standards. And that s when one gets often disappointed, though not always. The room was nice with sea view and lots of light. Hotel itself looks old, like it hasn't been maintained since the 80s. One can feel that these are hard times for tourism and that money is scarce. Hotel seems understaffed. Staff are very nice, though better service would be expected for this kind of hotel. Alcohol is served and the bar looks old and empty and atmosphere rather sad. Two swimming pools - outdoor and indoor - though outdoor was not open yet. Outside the badly needs maintenance.  Breakfast was included but was simply of  horrible quality. Internet worked bad.  So overall OK but not worth the price really.",6,2016-05-06,Tunisia,Neutral,COUPLES
369457746,Habib B,Tripadvisor,"+ Accéssibilité et proximité du centre ville ainsi que de la corniche (zone très animée)
+ Proximité de tous types de commerces
+ Amabilité de la personne à la réception
+ Jardin et pelouse bien entretenu 
+ Appartement gigantesque pour 2 ou même 3 personnes

- Propreté de la chambre et surtout des sanitaires
- Etat général des accessoires et des ustensiles mis à disposition
- Trop de bruit tôt le matin au passage des femmes de chambre","+ Accessibility and proximity to the city center as well as the cornice (very lively area)
+ Proximity of all types of shops
+ Friendship of the person upon reception
+ Well -maintained garden and lawn 
+ Gigantic apartment for 2 or even 3 people

- Cleanliness of the room and especially sanitary facilities
- General State of accessories and utensils made available
- Too much noise early in the morning when he passed away maids",6,2016-05-02,Tunisia,Positive,FRIENDS
309520460,5 gattini,Tripadvisor,"Non capisco in quale hotel siano stati gli altri viaggiatori per fare delle recensioni così terribili. Concordo sul fatto che la denominazione resort sia  inappropriata, ma per il resto si tratta decisamente di un buon hotel almeno per un soggiorno di lavoro. Ho trovato finalmente standard europei con un'ottima pulizia nelle camere ed un discreto ristorante anche alla carta.
 Il wi-fi funzionava perfettamente dappertutto.
A ciò si aggiunga un'ottimo servizio alla reception. 
Giudizio, quindi, molto positivo.","I don't understand in which hotel the other travelers were to make such terrible reviews. I agree that the resort denomination is inappropriate, but for the rest it is definitely a good hotel for at least a working stay. I finally found European standards with excellent cleaning in the rooms and a discreet restaurant also on paper.
 Wi-Fi worked perfectly everywhere.
To this is added an excellent service to the reception. 
Judgment, therefore, very positive.",8,2015-09-12,Tunisia,Positive,BUSINESS
306586530,SamLePirate2,Tripadvisor,"Belle piscine mais pas de toboggan pour les enfants

L'Hotel est gardé par des hommes en armes.

Le parking est accessible.

La plage un peu sale (pas de poubelles sur la plage!)

La nourriture est moyenne","Beautiful swimming pool but no slide for children

The hotel is kept by arms in arms.

The parking lot is accessible.

The a little dirty beach (no garbage cans on the beach!)

The food is average",6,2015-09-03,Tunisia,Neutral,FAMILY
303006725,Helmi J,Tripadvisor,Éli hiya  esayed  éli i9os  fi tesker  fil beb  3lech  mathotouch  a9reb  lel cliounet  3la 5ater  howa  mant9ou  behi  wichaje3  fi esiyeha  ede5iliya  hedha  howa  éli lahedhtou  ena  mais le reste  cv staff  behi  5adamet  behya  bravo  .,Éli Hiya Esayed éli i9os fi Tesker filb 3LECHTHOTOST A9REB Lel Cliounet 3la 5ater Howa Mant9ou Behi Wichaje3 Fi Esiyeha Ede5iliya Hedha Howa éli Lahedhtou Ena mais Le RSTE CV Staff Behi 5ADAMET Behya Bravo.,6,2015-08-24,Tunisia,Neutral,FAMILY
302368078,Gianni S,Tripadvisor,"Per prima cosa non so come abbiano fatto a chiamarlo Resort, siccome di resort non ha proprio nulla. Siamo stati in questo pessimo hotel a metà agosto abbiamo prenotato per tre giorni, ma al primo giorno siamo scappati via. Non sono per niente organizzati. In pieno agosto sul letto c'erano le coperte di lana, la stanza era sporca. Erano dotati di una SPA, ma era praticamente nel degrado più assoluto, Siamo andati a cenare nel ristorante e c'era un signore che faceva sia da cameriere che da chef, il cibo ( se vogliamo chiamarlo tale) sembrava poltiglia o cibo per animali. La spiaggia era chiusa, o meglio era senza lettini e c'erano solo pochi ombrelloni, il percorso per arrivarci era pieno di pozzanghere di fango personale per niente adatto ad un resort. È stato un'esperienza bruttissima. L'unica cosa positiva era la Wi-Fi nelle camere.","First I don't know how they did to call him resort, since he really has nothing. We stayed in this bad hotel in mid -August we booked for three days, but on the first day we ran away. They are not organized at all. In the middle of August on the bed there were wool blankets, the room was dirty. They were endowed with a spa, but it was practically in the most absolute degradation, we went to have dinner in the restaurant and there was a gentleman who did both waitresses and chefs, food (if we want to call him such) seemed a pulp or food for animals. The beach was closed, or rather it was without sunbeds and there were only a few umbrellas, the path to get there was full of personal mud puddles at all suitable for a resort. It was a very bad experience. The only positive thing was Wi-Fi in the rooms.",2,2015-08-23,Tunisia,Neutral,COUPLES
300292847,tinaenvoyage,Tripadvisor,"Si le personnel a été très disponible et serviable, nous avons quand même dû réclamer un changement de literie car nos couvertures et les oreillers car il y avait des traces de saleté et des poils ! Si la wifi et la télévision par satellite fonctionnaient très bien dans les chambres en revanche le jacuzzi et la piscine intérieure étaient à l'abandon. Le personnel du restaurant le soir a parfois oublier que nous étions dans un 4 étoiles et que nous étions en droit d'avoir un minium de respect dans l'attitude.","If the staff were very available and helpful, we still had to claim a change of bedding because our covers and the pillows because there were traces of dirt and hairs! If wifi and satellite television worked very well in the rooms, however, the jacuzzi and the indoor pool were abandoned. The staff of the restaurant in the evening sometimes forgot that we were in a 4 star and that we were entitled to have a minium of respect in attitude.",6,2015-08-17,Tunisia,Positive,FAMILY
295630699,skunky19,Tripadvisor,"A proximité de l'hôtel, une énorme canalisation de égout se jette dans la mer. 
La baignade est donc de mise dans la piscine...
Pas de chance, vous jouirez des joies de l'odeur immonde quel que soit l'endroit de la piscine ou vous êtes installé...
Explications de la réception :""c'est en dehors de l'hôtel...""

Peut être, mais c'est bel et bien à l'intérieur de l'hôtel que l'air est irrespirable....
Prévu pour 4 nuits, nous avons quitté l'hôtel dès le lendemain de notre arrivée. 

","Near the hotel, a huge sewer pipe flows into the sea. 
Swimming is therefore put in the pool ...
No luck, you will enjoy joys of the filthy smell whatever the place of the swimming pool where you are installed ...
Explanations from reception: ""It's outside the hotel ...""

Maybe, but it is indeed inside the hotel that the air is unbreathable ....
Scheduled for 4 nights, we left the hotel the day after our arrival.",2,2015-08-04,Tunisia,Neutral,FAMILY
292763229,wabouitf,Tripadvisor,"Peut-être mieux 
Pas d espace Didier a l'hôtel sur la plage 
Pas d'animation sur la piscine 
Mais il représente un des meilleurs hôtels à Bizerte 
Bon emplacement bonne qualité de service au niveaux de restaurants 
Responsable compréhensible ","Maybe better 
No Didier space at the hotel on the beach 
No animation on the pool 
But it represents one of the best hotels in Bizerte 
Good location Good quality of service at restaurant levels 
Understandable manager",8,2015-07-26,Tunisia,Positive,FAMILY
278251500,patomario,Tripadvisor,"L'hotel non è male, piscina grande, sdraio, spiaggia a 50m. Punti negativi: la moquette nella camera è vecchia e macchiata di ogni cosa, la cucina a buffet è ok, a la carta no. Colazione ok le donne che puliscono la camera sono attente alla pulizia per quel che è nei loro mezzi.. Nel complesso 3 su 5 stelle è il mio voto","The hotel is not bad, large swimming pool, deck chairs, beach at 50m. Negative points: the carpet in the room is old and stained with everything, the buffet kitchen is ok, in La Carta no. Breakfast ok the women who clean the room are attentive to cleaning for what it is in their means .. overall 3 out of 5 stars is my vote",8,2015-06-06,Tunisia,Positive,BUSINESS
272600197,JeanYves1962,Tripadvisor,"Hotel très agréable face a la mer (j'avais demandé une chambre avec vue sur mer), du personnel efficace et professionnel, rien a redire, un grand merci aux femmes de ménage de ma chambre (3 ème) qui chaque jour présentaient une déco différente, vraiment sympathique.
Les repas étaient bons, le barman très sympa et attentif, il y avait peu de monde la semaine de ma présence, quel dommage les piscines n’étaient pas encore en service.....","Hotel very pleasant face to the sea (I had asked for a room with sea view), efficient and professional staff, nothing to say, a big thank you to cleaning women in my room (3 rd) who every day presented a different, really nice decoration.
The meals were good, the bartender very nice and attentive, there were few people the week of my presence, what a pity the pools were not yet in service .....",8,2015-05-17,Tunisia,Positive,BUSINESS
260317134,Beddeys,Tripadvisor,"L'emplacement de l'hôtel est excellent, d'ailleurs c'est le premier à trouver sur votre chemin en arrivant à la ville.
Tout près de la médina de Bizerte et du vieux port mais surtout au bord de la mer.
Les chambres qui donnent sur la mer et la grande piscine sont dotées d'une très belle vue, les autres qui donnent sur les immeubles n'offrent rien de spécial en terme de vue et leurs grandes terrasses ne servent qu'à bronzer vu qu'elles accueillent beaucoup de soleil. Et même si ces chambres donnent sur la rue elles ne sont pas bruyantes c'est bien isolé.
La Piscine couverte est souvent pleine car accessible même aux non résidents.
Le restaurant est moyen et la bouffe n'est pas fameuse en terme de goût et de variété.
Les coussins, couvertures et moquettes ne sont pas très propres. On peut trouver des traces sur les coussins ou des miettes sur les moquettes alors qu'on vient de nettoyer la chambre. 
Les WC et salle de bain dans les chambres ou ailleurs dans l'hôtel sont toujours propres et bien entretenus. De même pour tout ce qui est serviette de bain.","The location of the hotel is excellent, moreover it is the first to find on your way when arriving in the city.
Very close to the medina of Bizerte and the old port but especially by the sea.
The rooms which overlook the sea and the large swimming pool have a very beautiful view, the others which give on the buildings offer nothing special in terms of view and their large terraces are used only to sunbathe since they welcome a lot of sun. And even if these rooms overlook the street they are not noisy it is well isolated.
The indoor swimming pool is often full because they are accessible even to non -residents.
The restaurant is average and the food is not famous in terms of taste and variety.
The cushions, covers and carpets are not very clean. You can find traces on the cushions or crumbs on the carpets when we have just cleaned the room. 
WCs and bathrooms in the rooms or elsewhere in the hotel are always clean and well maintained. Likewise for everything that is a bath towel.",6,2015-03-18,Tunisia,Positive,BUSINESS
