review_id,translated_text,sentiment
246992720,"Hotels a few steps from the sea and the center of Bizerta .. well -kept structure with bars, swimming pool, gym and small spa .. there are also the restaurant ... friendly and helpful and helpful and clean. Mine was a stay for work but I believe the stay is pleasant even in summer periods.",Positive
236231002,"Stayed at this hotel because the lonely planet described it as a 'lap of luxury' with pools, jacuzzi and sauna. 
We arrived and paid 10x the amount than our last hotel and was told that the outdoor pool was out of use and the jacuzzi was broken. 
If we'd have known this we would never have stayed here. It is not a 'lap of luxury' at all, rooms are dated and not as clean as you'd expect a 4 star hotel to be. Avoid this hotel, it's a waste of money.",Neutral
232177535,"Something is still missing! The staff are smiling but is certainly exploited because if we know them well and if we put the form on the service then in quality!
That said, they can do nothing against the dilapidation of the installations and the false ads of the great director that I himself saw Houspill the cleaning women so that everything shines for the arrival of journalists that he had to roll in the flour ...
But the view is offered by nature
For the detritus it is as for all of Tunisia today in prey to disorganization and to let go of public services",Neutral
227169987,"The hotel location is nice and the view from the sea view rooms is really great in morning's.
The breakfast is extremely basic.
The pool is nice, clean and big enough.
The beach in front is so-so... not very clean as the touristic ones.
The service is ""no care""... any service interactions are wrong...you ask a bottle of water, they bring it without glasses and you wait for 30min. till you go and take it by yourself then a mid-management employee will tell you ""not allowed to take glass out of the restaurant""... the receptionist are not informing about anything, like no key for the safe box... no body to open the gate at 7:30 to access the beach etc etc...
then, every one smokes everywhere and that's very smelly... why the law is not enforced? 

Big lack of cleaning a bit of everywhere... everywhere you look, there are things left behind, broken, nothing is made tidy and to the details... 

many things (such like toilet flushes, balcony lamp,...) miss maintenances, like this hotel is not maintained at all and slowly collapsing...
Anyhow, Bizerte is far from touristic path, therefore, you have to low your expectations not to be deceived like I was...",Positive
216023633,"Hotel dirty, Loiiiin staff to be professional, especially an employee in the name of ""gebsi"" or ""gafsi"" which is rude and bad.
The food is also mediocre, empty hotel, dirty swimming pool, air conditioner does not work",Negative
215999085,I have been there for work.  It cannot be said that it is a tourist or fascinating place.  The hotel has a beautiful structure with the side on the sea very beautiful.  The rooms are quite clean even if you leave a little degraded.  Kind staff.  Non -existent wifi. ..Solo at the reception.  If you really have to stay in those parts I would say recommended .... also given the rest.,Positive
214541392,"I just spent two days in Bizerta Resort during the month of July 2014. The hotel is very well located, easy to access, has a parking lot and it has direct access to a very clean and not very busy beach. Despite the cancellation of the last minute of one of the reserved rooms, I was not paid for anything also like I had a very small baby with me, I was given access to the room two hours before check in. Always with a smile in addition.
The good impression I had when I arrived lasted the whole stay or maid, carrier, server at the restaurant or the snake bar, all were of impeccable professionalism and very kindness and flexibility. This professionalism and kindness make you forget some brands of old age that the hotel is starting to take which is starting to need a little new stroke.
Dinner and breakfast food is diversified and good (especially pastry) however not quite worthy of a five -star but rather four stars. However, everyone always ends up finding a dish for their taste.

 The sea in front of the hotel is magnificent but it is a public beach not too busy. The view from the room is just magnificent.
Finally a very good value for money.
I will gladly come back",Positive
214478286,"Very good hotel well located, I went there 5 years ago I was even allowed to go to Jacouzzi when I was not yet the age! Very nice swimming pool, well maintained. My room was with sea view and it was well lit. There is even a nearby hair salon! The staff were pleasant. I plan to go back this summer!",Positive
212266898,"During my regular passage throughout the year,
The hotel remains suitable but surely not comparable to the French standard.
Otherwise welcome, the rooms would need a good refreshment ...
The staff are present and at your service. The restaurant of the average hotel.
For a business sehour it is correct but for a vacation favoring the guest rooms 
more realistic of tradition ...",Positive
204257194,"I found myself for work at the bizerta, very nice, very impactful, the rooms are clean and well equipped, the staff is courteous and helpful, also there is an excellent restaurant.
There is talk of French French and also a little Italian, the price is decidedly aligned '' at the bottom '' to the rest of the Alaberghi in this category.
Excellent place, near the highway, beautiful addytual swimming pools with hot water.
NMPLE VALID.",Positive
199677033,"I was in Tunisia for work at the Bizerta Resort. I found myself well, the staff is friendly and very nice. The rooms are clean and ordered. WiFi works well (although every day you have to ask for new credentials at the reception for changing them)",Positive
195743454,"I spent 4 nights in Bizerta Resort. 
It was noisy, I had a very bad experience in the restaurant, ordering a Couscous Royal smelling fish and being sick all night !
The service is nice but not efficient, if you have any problem like Internet ... you just have to wait...nobody to assist you.
The Spa is really old and dirty ... this place could be much better !
The location is very nice and the view in the morning is good!",Neutral
189381972,"I was professionally in the bicert resort in Nov/Dec 13.
Room was okay, only the carpet would have to be replaced, it has had a few years on his belt.
Internet was free but very cumbersome to register, you get an access to pin,
that doesn't always work.
Breakfast was fine and sufficient, if you want sausage for breakfast, you are out of place in such countries that there is nothing that corresponds to German quality and taste.",Positive
189361602,"I have stayed several times for work reasons; To be a 4 star, it seems a little exaggerated to me; It is very little of resorts, it is more a hotel useful for work reasons than holiday; Discreet cleaning, the services are scarce, discreet breakfast (not really rich), the restaurant menu is sufficient; Considering the geographical place, perhaps everything is acceptable; The daily price of the stay and the restaurant, however, is excessive for the Tunisian stds, but there is very little better there.",Neutral
188444507,"Tested during a business trip at the beginning of December the ""resort"" is confirmed as a good hotel to spend the nights between one day of work and another. Personally I would not spend the holidays here but surely in the hotels of Bizerta's hotel it is a few more ups and on top.
Pleasant rooms, adequate heating (not a warranty in Tunisia) and a large bathroom with hot and strong shower.
Too bad the promised free Wi-Fi with very low field and which often does not work from 20:00 on the next morning. Given the costs of calls from Tunisia to Italy (€ 3.00 minutes with Vodafone) is a heavy lack.
Simple but good international breakfast, coffee to avoid, better The or Nescafè. 
At check out they do not recognize travel vouchers by saying that the credit cards provided by the travel agencies are not valid. A classic. With some bickering and alche phone calls to the agency it is resolved. What a beard though!",Positive
186936043,"I would call it more a large hotel on the sea than a resort. A little 70s style. However practical for those who are passing through and for one night only. The rooms are functional, and ours had sea view. Kind staff. Good breakfast. A little out of price. It is difficult for me to understand who can stay here to spend his holidays.",Positive
172882448,Small bedroom for a four star Dirty bathroom curtain dirty bath carpet small tele which was not working balcon,Negative
169347021,"i was there for five days with my wife and three teenage kids for vacation. the location is good, walking distance to old city, the pool and beach beatiful, and staff really friendly. minor issues that should be improved given the price: wifi too weak, no drinking water for breakfast, no beach chairs at the otherwise nice beach - thats all. it was during ramadan and we were nearly the only tourists, there were some businessmen. i can recommend to stay there, the city is interesting.",Positive
148796896,"I only spent one night in this hotel for a business trip to Tunisia in the middle of December so outside the very touristy period. The hotel that wants to be Palace is undoubtedly on a more glorious past, but remains very well maintained. Obviously European standards are not there, but it is a very well kept and maintained establishment. 

The rooms are spacious with good quality wifi access. The room I had given on the sea, a treat when I wake up with sunrise and during the night when I was rocked by the sound of the waves. The view is a little less delightful with beyond the limit of the hotel a view that looks more like a vacant lot ...  

I have not tested the my host restaurant for this stay preferring to take me to a nearby fish restaurant. I did not test breakfast either.",Positive
144767511,Good hotel and good level related to its category. Offers several quick washing services of clothes. Exterior and covered pool. Very good for the family. serious staff of the smiling and welcoming. Women a little less at the reception. But it's okay!. It is very well located to allow you to visit the center of Bizerte.,Positive
143792753,"Although we did not stay here (we had drinks in the bar), we appreciated the ability to use the wifi which was fast and efficient.  Staff were very friendly to us when we asked if we could use the WiFi as we could not find WiFi and were struggling with the Arabic keyboards in the Internet Cafes.

Thank You!",Positive
140389608,"The room was great, we booked a suite, and the maid did a great job, even though the toilet didn't flush properly. We had a nice sea view. The indoor pool was nice. The outside pool looked nice but was deserted. The gate to the beach was locked. Breakfast was nice though lacking in variety.

We booked with booking.com and the hotel refused to honour the price we booked at. The lady cashier argued for 20 minutes, at check out, before giving up and was bad tempered throughout. She was good at arguing in English though.

Internet connection was difficult. They say they change the pass codes daily but on the first day it only worked for about 1/2 hour and on our 2nd day we had to get 3 codes from reception before we got one that worked.

We went out to eat dinner in town south of the kasbah. We had good cheap meals and found the locals to be helpful and very friendly even while their countrymen were demonstrating at the US embassy in Tunis.",Positive
139345051,"Arriving in Bizerta we struggled not a little to find accommodation confatting to us, in the end we opted for this structure.
Structure that over time has been left a little at the mercy of itself,
 large rooms but:
In our air conditioning system, it did not work for the two days of the stay, even after our complaints and an approximate look by the hotel technician.
Our window door did not close, tiles in the broken bathroom, broken paper-igienic-igienic hornbag (certainly not fundamental details, but when you stay in a four star, it is normal for you to notice ....).
Our room was seen covered swimming pool, in the sense that the balcony was in front of the pool cover !!!
Positive: the kindness of the operators both at the reception and at the bar or restaurant.
A quality breakfast even if with a limited choice.
The sea in front of the hotel when we went, late August was not the best, full of algae.
Quality/price ratio a little expensive.

.",Neutral
137754223,"My parents stayed in this hotel for two weeks. They found themselves very well. The rooms are large and comfortable, the best those sea views and far from the noise of traffic. The restaurant is great. You eat very well and in abundance. All the staff is very discreet and always present. There is also a restaurant that makes pizzas with a wood oven if you want to savor flavors known to us. The outdoor swimming pool is very beautiful, the wellness center as well. The beach is not very cared for, too bad. The clear sea peò with some seaweed.",Positive
136373743,"Very good hotel above Tunisian standards.

Clean - Large very clean room.

Ideally located in the heart of Bizerte near the old port.

Even the restaurant of the swimming pool provided with very good food quite varied.

A very large swimming pool, which too bad is very quickly very deep ... to flane it's not top top.

Little smiling but efficient staff.

Good stay",Positive
134837782,"The hotel is not bad, it's quiet we sleep well there and it's a good starting point to wander in the region. I had stayed there two or three years ago and we liked it.
Except that this time an unexpected phenomenon ""was waiting for us"": the director ... with a little dubious mental health ... He gave me a lesson on the check in the hotels because I wanted to have the room at 1 p.m. telling myself that it was not possible at 3 p.m. and that 1 was his law that applied and that he knew everything better than I had white hair (the check in the website Reservation) ... We took 2 bedrooms and a suite, but we could not raise any visitor in the suite !!! And then he wanted to get everyone out of the swimming pool at 6 p.m. In short, a very amazing behavior, he takes himself for a general supervisor except that for my part I will not take any more at this hotel as long as he is there ...",Positive
133427812,"Traveling several times a year in Tunisia for two years, I have just discovered a superb hotel in Bizerte, the Bizerta Resort, proudly displaying its 4 stars but which deserves to have a 5th very quickly. You are very kindly welcomed at the reception by a smiling staff and very efficient. The rooms are very spacious, nicely decorated, tastefully, and very well equipped, including with the WiFi throughout the hotel including the rooms. For those who like to watch television, the hotel offers a large amount of Arab, international and French channels like France 2, TF1, M6 etc.
The women of rooms are also very friendly and provide a very cleaning service, always with a smile. The bathroom benefits from all modern equipment and in perfect condition.
Well air conditioned, the room also has a very suitable balcony of dimension.
Overall, the staff are not stingy with information and puts themselves at your entire disposal to satisfy you.
For having tested it for several days, the buffet breakfast offers a significant choice of breads, pastries and cakes; Three kinds of cheeses are offered next to hot dishes including eggs and Tunisian specialties. Good choice of yogurts also and fresh seasonal fruit.
This hotel is an excellent price ratio price. I can easily testify, I who travel around the world as a journalist. Advertising announces it as a business hotel. Admittedly, but it can also be very suitable for a pleasant family vacation. The swimming pool is of beautiful dimension and the lifeguard very kind. You can eat in summer at the snack near the swimming pool for those who love idleness all day.
A spa is also announced, I did not have the leisure to test it but it seems completely suitable.
Another significant point, the hotel is well located in Bizerte, equidistence of the port, the city center and the cornice.
If you want to discover Bizerte, her nice little restaurants, her fish, her terraces, a good address where to stay, without hesitation: the Bizerta Resort! You will not be disappointed! You have my word!",Positive
127226482,"i've spent a wonderfull holiday with my family . We spent unforgottable moments . Great location The staff was warm &  welcoming staff, well organized housekeeping staff , very clean rooms smell fresh. we enjoyed swimming in the covered swimming pool. The kids enjoyed so much. I think it's very quiet & relaxing place where we can spend nice holiday with the family.",Positive
127178080,"The staff at the reception was excellent. Really nice, a very kind stages of the floors. A cleanliness of the rooms and premises worthy of a 5*.  I would like to come back without hesitation. A very nice view of the sea and relaxation and relaxation in the well -equipped and furnished spa center. Very varied lunch. A hotel by the sea and very close to the city center.
No more animation would be desirable.",Positive
121013430,"I stayed here way back in November of 2001.  (It says December 2010 but it wouldn't let me go back any farther.) It was my first business trip and I was 19.  I enjoyed the stay fully.  Since it was in November, I wasn't able to use the pool.  The view from my room was over looking the Mediterranean.  This was a very pleasant stay for my first overseas business trip.",Positive
120924518,"A terrible hotel, old and unhealthy, the service is poor the staff and unpleasant and only seeks to scratch the tips. The swimming pool is poorly maintained the jacuzzi and the sauna are old and looks like toilets. For those who want to throw their money and do it wrong is not bad .....",Negative
120688008,"It is a business hotel, many customers are foreigners who work in and around the city. The rooms are large and very clean. The bathroom and the toilet in perfect condition. Take a room with a view of the sea (less noisy than in the city).
Very correct breakfast. Evening meals are varied and the staff. The downside: in summer the swimming pool is invaded by non-residents, and in the evening there are sometimes very noisy receptions. I stayed there for 2 months.",Positive
104536877,"Aside from the location, be it reception, service or rapid quality / price, everything is to be reviewed ...",Neutral
92271636,"Here is a hotel that will welcome your wallet before you. The staff, if it seems to be at first enthusiastic, will quickly show you that smiles are intended only for your tickets. A shrew, seeing in addition that I was not married to my French companion of Tunisian origin offered to reserve two bedrooms. Pretending that this situation will be repeated everywhere else.
Of course this was completely false, but what would we not do to scratch a little more, especially since the room is 70 euros .... Did you say scam? 
Traveler friend, there is only one thing to do: Bizerte crossing and lodge with a small foam, five minutes on the ledge, cheaper, much better quality despite two less stars !!! This is the point of fall in all connoisseurs!",Positive
72278267,"I've been to this hotel 3 times now while I was on business. If you are lucky and get a room for the sea side so it is a very nice stay. The hotel is located right by the sea and a wonderful view of the Mediterranean. However, if you have a room to the street, the noise starts early in the morning and sleeping is over. The restaurant is average, but the waiter are very friendly.
Free internet is available in the lobby and in the bar. The hotel is mainly used by business people, I myself would never spend a private vacation there.",Positive
59149459,"The Bizerta Resort hotel is a nice hotel complex, less than 600 meters from the city center; The rooms are clean, the service in general is satisfactory; The hotel being by the beach, at night, only the noise of waves and seagulls can disturb your sleep; The bedding is quite comfortable; The parking lot is free hand your vehicle is not in a closed park. Regarding breakfasts, I will call them corrects but without being the best of my life; Overall, this hotel is perfect for staying a few days on Bizerte but a little exorbitant to stay for several weeks; Indeed, for two bedrooms (a single and a double for one night): 260 DT or around 130 euros a little expensive for this hotel.",Positive
53166327,"It was said that it is the best hotel in the town and I already believe it. Good customer service, clean and quite wide rooms. Located on the beach and there are very fences restaurants and stores. 

There is wifi in the reception room and sometimes you can seek a modem from the reception office to get the Internet in the room.

Above all, good hotel for the price.",Positive
39907396,"Bizerta Resort Hotel, luxury product in Tunisia, on the edge of a wide golden sandy beach ... In summer, a lively seaside hotel offering various entertainment such as ""Cabaret Show, Bingo, Billards"" ... without forgetting the theme evenings ""folk evening, varieties' shows. This is as described in its brochure, this most ""prestigious"" hotel in the region. By ""L'Obor Lécés"" we offered ourselves a few weeks in this dream ""Eldorado"". But, like the crow, we let ourselves be taken by the fox. The wide golden sandy beach is only a huge bin in reality in which blooms, pells mix, plastic bags, used layers, empty cans and ... all kinds of nor fine nor gold. The seaside animation is ensured, during the day by the intrusion, at the swimming pool, every afternoon of young people emanating from the cities of the Parisian suburbs which, for subsidies are authorized to use the services of the swimming pool and the adjoining snack bar, with the sale of alcohol, making the place infrequent for the residents of the hotel. If this same place is not ""public"" in the morning, it is, however, difficult to find a deckchair whose mattress is not dirty or sticky, the result of their battles with cola coca or other beverages. The hotel thus proves its disinterest in the well -being of its residents and its interest in the windfall brought by this external population. As for night animations, we did not have enough to look for. Maybe it is, this unfortunate musician installed, away, by a deserted swimming pool and who drives ... nothing? Point of ""bingo, variety show"". On the other hand, the hotel still in search of income, welcomes almost daily weddings which, around 10 p.m. you ""delight"" from their ""you you"" to the sound of drums. Which, if you are lucky, will let you fall asleep around 1 a.m. But maybe a part of billiards would make you happy? Well no! Failed! Both are broken. Damage. Failed evening. Because the city like the hotel has nothing to offer in the evening. Are we going to be able to console ourselves in front of a good table? Again ... disappointment. At breakfast, in the form of a buffet, you will find fruit juices cut off from water, hard bread, hard eggs and some local cold meats. It is not he who will make you fat. So let's go to lunch at the snack swimming pool where a reviewed staff ""welcomes"" you. The smile is reserved for local customers. If you plan to have lunch there for several consecutive days it is advisable to have a pronounced taste for pizzas and pasta ... Pizzas always very fine sometimes covered with Tunisian Mozzarela Rance. Fortunately there is dinner ... There it is variable, rather less bad certain evenings. Here again it is the buffet formula that wins. At the meal level in general, the specialty of the place is to try to ""turn"" you what you have not chosen. You said Vanilla-Chocolate ice cream ... Well you will eat a vanilla-spout. You ask for a ""gray from Tunisia"" rosé, it is a ""Saint Augustine"" with a double price that we bring you. And everything is amendment. In summary: you have money to waste, a furious desire to get bored, this ""prestigious"" hotel will welcome you for an unforgettable vacation. We will not talk about the coldness of the director who does not encourage comments. Rest assured, there are quality hotels in Tunisia. But not the Bizerta Resort, at least, in terms of tourism.",Neutral
38338505,"Chosen the day before departure.
Excellent welcome - polite and efficient staff - Ambia R room with large wardrobes for the joy of his wife - conditionedly silent and well -adjustable system (among the best found) - location near the center and on the beach - excellent and well -kept swimming pool - good service by the pool.
The only drawback not attributable to the hotel is the beautiful and inviting but very embarrassing beach for women in bikini: Burkini reigns sovereign
Excellent hotel also for business and meetings",Positive
12246895,I have stayed here several times on business. Considering the  (£) price you will not get much better. The location is good and the rooms are spacious. Food is ok and staff are ok. The pool is great but other facilities are limited. Good value for money.,Positive
e54ef461a90fbee1,,Neutral
a02e6dfb99d74e07,,Neutral
38ab7985dab1ea6d,,Neutral
fbb2759d090e4011,,Neutral
9dad8c86b70df16e,,Neutral
9c0e414d016f3636,,Neutral
96e1aa48e5f14bea,,Neutral
652f8e590329f44f,,Neutral
1a2e8570505dc752,,Neutral
d6d742cddd7e8c65,,Neutral
cb145a7f6a1f3355,,Neutral
3d62ad6fdce11312,,Neutral
7157f7637121e45a,,Neutral
42ad69a865ef539a,,Neutral
fc6a20d40643780f,,Neutral
701c6950d9eee4fd,,Neutral
94204aa2b59a6c3f,,Neutral
0c53224e46f87cf1,,Neutral
0797e428fd359042,,Neutral
55600a8aa898d8a2,,Neutral
4621f06ced764797,,Neutral
95583e80af15c5b8,,Neutral
b0f6dc93830f987d,,Neutral
cecf44b4c73569c2,,Neutral
4ddc4534060b69d1,,Neutral
4cecd88a53ed0c8c,,Neutral
683911727c17c499,,Neutral
908abf8b99439c6b,,Neutral
43495167eb1c9e04,,Neutral
6598c706d31422d8,,Neutral
b529a35504fc3fec,,Neutral
83758b3204f64623,,Neutral
021ccccffb1b9675,,Neutral
73e20e755dfcc947,,Neutral
64730130ce6c0bef,,Neutral
1e725c91a13b8646,,Neutral
dc28a87a2484a581,,Neutral
ac995e8e0cd5ba27,,Neutral
d4aef30c1c767437,,Neutral
df35c575983574f6,,Neutral
4c0248fa596c9218,,Neutral
66cbab946e73463e,,Neutral
00d786c8681f4d21,,Neutral
75df7e83fbad6bb1,,Neutral
3bdcc2a86db77b7c,,Neutral
ad030723f783ed3f,,Neutral
bd9802a1aaa47889,,Neutral
ded82fd3389856d3,,Neutral
282f9e98d726da78,,Neutral
f23a19e0c15186b2,,Neutral
43a870e545ac19dd,,Neutral
f41b3ca69be8dce4,,Neutral
6ee489f8e2af3e4c,,Neutral
d740bff81e58c96b,,Neutral
177c61307f0c311d,,Neutral
cd3a228761f98bce,,Neutral
07fd3fc964e2551a,,Neutral
9733bb9408a5525e,,Neutral
24704839f6bfb3a1,,Neutral
210227883bd9d788,,Neutral
685f607fe9fa4ae7,,Neutral
1f39b332f1460ecd,,Neutral
6d12740a001dea89,,Neutral
ee4f65cf9d88c803,,Neutral
405fd081c247d883,,Neutral
5b23801d0c64810d,,Neutral
e11a82061e14305f,,Neutral
aa7b8a2409b3e516,,Neutral
6873c75355070be5,,Neutral
abcb57fb8fe82309,,Neutral
2d1b9529fd26e4de,,Neutral
9d942d57e3bda098,,Neutral
e93f27e0e92f1b52,,Neutral
f3d6ba157b7ef696,,Neutral
3f06222b651accd6,,Neutral
327aa20a07ffc1a9,,Neutral
7f355a33a9bc4343,,Neutral
11195be57acbeed4,,Neutral
4f7e564a0335d270,,Neutral
a7d13c8d7a4e9037,,Neutral
408f06b994c3835a,,Neutral
72d05f912f227146,,Neutral
f7181b2417c04400,,Neutral
b46407e831bcf3dd,,Neutral
29a93bcb5d707b63,,Neutral
0cf7d12add35031c,,Neutral
3b993b66ca832cbc,,Neutral
76645ebc53faf173,,Neutral
30e3e8c47ee0b942,,Neutral
5a10b87073a7415b,,Neutral
ad1191027c913d88,,Neutral
23361b4499e93619,,Neutral
a5fe17dd0a6652f6,,Neutral
8fdb13c5ef8eba86,,Neutral
1d7cfd6853769ecc,,Neutral
acc58f71be66cfe4,,Neutral
753e35dd4bdb446a,,Neutral
54f27cb9000f6bcf,,Neutral
d17c9caf928389e8,,Neutral
b1a51e8ba5f81791,,Neutral
031cc6d209911659,,Neutral
b318ec0c8b0c94dc,,Neutral
b048de7ad64af5e2,,Neutral
01b80baf94bd888d,,Neutral
5d5f8b652b11696c,,Neutral
Ci9DQUlRQUNvZENodHljRjlvT2pSRFkxbGhWSGRhYkZZemFHdE9TRWt5YTBsSE4yYxAB,,Neutral
Ci9DQUlRQUNvZENodHljRjlvT214WmJFWk9hMFJpTVhodk5sVXRNbEJ1YlZCMlJGRRAB,,Neutral
Ci9DQUlRQUNvZENodHljRjlvT2xsVE1sOWZTblpYYm1OdmJtTm1la3MzY1VaMGNYYxAB,,Neutral
Ci9DQUlRQUNvZENodHljRjlvT21aeWFHZFRWWFJsVFVZM1RITjJZV2RoZW1GM1JsRRAB,Stay in mid June: an old -fashioned establishment between nightclub and hotel.  Unbearable music until 2:00 a.m.,Neutral
Ci9DQUlRQUNvZENodHljRjlvT25WNVFtRTNXVVozVDNOclIyZFhiVmx2TXpoQ2JVRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnTURJdlBTLTVnRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnTURJeUptUnh3RRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnTURJNElIbjlBRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnTUNJXzg2SFlREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnTUNJa0tXNVh3EAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnTUNRbEkzd2RBEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnTURneThIM3RBRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnTUNnZzhlaWFnEAE,Beautiful hotel with really attentive staff and delicious cuisine.,Positive
ChdDSUhNMG9nS0VJQ0FnTUNnOFlQNGxnRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURfcnF2SmZREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnTUNBNk9mZ1NREAE,You have to book in advance,Neutral
ChZDSUhNMG9nS0VJQ0FnSURfcUkySkRBEAE,"Beautiful comfortable room with a bit dilapidated
Lovable helpful staff
The restaurant has a simple but good buffet",Positive
ChZDSUhNMG9nS0VJQ0FnSURfLXRTSFZREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURfaFBEUkVnEAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNfN2ZfcERnEAE,Inappropriate hotel .... breakfast and morning dinner are not up to it .... in addition customer service is very poor ...... given the price of the hotel ..... Please stay away. Please don't be deceived as we have been.,Negative
ChZDSUhNMG9nS0VJQ0FnSURmMy1yUFJBEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNmMWJQODV3RRAB,"Flawless !!!
Very warm welcome and top services (caring).
The icing on the cake = top kitchen
The pool is well heated
I recommend 100 %
Good trip 😃",Positive
ChZDSUhNMG9nS0VJQ0FnSUN2dlAyN0ZBEAE,"Very excellent hotel, high services and very special reception",Positive
ChdDSUhNMG9nS0VJQ0FnSUN2NkttUl9BRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSURQMFlLaGJBEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNQcHJucV9RRRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUMzdzQ3QldnEAE,"To flee
I strongly advise against.

During my stay I parked my vehicle in the hotel grounds in the private car park and I found it damaged.

Despite the various complaints made at the hotel and the various stimulates made to the managers, no solution was offered to repair the damage that was caused to me or find the exact person who damaged my vehicle and this despite the video surveillance system.

3 months after the incident no return from them.

So I decided to file a complaint in order to settle my business.

My car is well guaranteed but my deductible is 600 euros for this type of accident.

I strongly advise against this hotel in view of the manner of my problem has been managed.",Positive
ChdDSUhNMG9nS0VJQ0FnSUMzbG8zUTR3RRAB,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUMzdU1qZU5REAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNYX1l5M0NREAE,Clean swimming pool and beautiful sea view,Positive
ChdDSUhNMG9nS0VJQ0FnSURuckpDZGd3RRAB,Pleasant 💯,Positive
ChZDSUhNMG9nS0VJQ0FnSUNuaXZmQWZnEAE,"I had a pleasant stay. There were not too many people. It was very calm.
I liked the hotel restaurant less",Positive
ChZDSUhNMG9nS0VJQ0FnSUNIazR6QVRnEAE,"""To flee absolutely! Hotel very dirty, we feel the dust everywhere. We paid for a room with sea view, the receptionist assured us that he had given us one of the best rooms. Arriving, surprised: the door of the room was wide open and the furniture was overturned, as we can see in the photos. We came back down to report this to the receptionist, which replied that the hotel was complete, although all the rooms were complete, although all room Open and empty.",Neutral
ChdDSUhNMG9nS0VJQ0FnSUNIazlEdXBRRRAB,"For asmathics like me, I do not recommend this hotel. It has the distinction of having carpets in the rooms and what is more systematically cleaned. Especially since the hotel does not have non -smoking rooms (all rooms have an ashtray) ... so may have cigarette odors in some of them. In addition, the service is not worthy of a 4*: glasses offered but no water bottle which is the minimum required. To succeed in sleeping, I had to put a t-shirt on the pillow so much that he was loaded with dust. I do not recommend this hotel for the dilapidation of the rooms. Otherwise the staff try to do the necessary with the few means made available. Expensive for what it is (110 €/night in September.",Neutral
ChdDSUhNMG9nS0VJQ0FnSUNIN3RYaHRBRRAB,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUQ3Nm9TMmpnRRAB,Excellent,Positive
ChZDSUhNMG9nS0VJQ0FnSUQ3c016eU9nEAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUM3eXRld2pBRRAB,"The team is very welcoming, the large and clean swimming pool, calm, cleanliness, ... I recommend",Positive
ChdDSUhNMG9nS0VJQ0FnSURibnJTRzF3RRAB,"Hotel room and nice reception like receptionists
On the other hand, the restaurant staff are greedy and indecent. We had lunch and when I left my 81 -year -old mother only the staff asked her to pay the swimming pool while she was in the restaurant part. On the one hand nothing mentions that the restaurant customers must pay the swimming pool. On the other hand if we wanted to swim we would have come with our swimsuits 🤣",Neutral
ChdDSUhNMG9nS0VJQ0FnSURiOE0tQWtBRRAB,"Frankly we came with the family to this hotel and frankly pleasantly surprised the first week in a hotel has a disaster in the second week in this Super Bizerta hotel comes out !!!; , clean room thank you to the housekeeper of the 4th super nothing to say the pti dej super good nikel swimming pool frankly I will come back it's on !!!! And thank you at the reception the staff at the top nice super nothing to say to Mr nidal you are at the top you were very nice thank you I will come back I say to you soon but this hotel I recommend to fon 🙏😘😘😘😘",Positive
ChZDSUhNMG9nS0VJQ0FnSUNiNDVPTmNREAE,,Neutral
ChZDSUhNMG9nS0VJQ0FnSUNiOGV5T1RnEAE,Great place and fantastic workers! Really felt at home here. I want to mention Reem at the front desk who was very professional and assisted us with all our needs. My family and I enjoyed our vacation here in the beautiful city of Bin Zirte,Positive
ChZDSUhNMG9nS0VJQ0FnSUNiNXZ2cVJ3EAE,Excellent services and nice staff. The Lady named Reem that works here is very nice and helpful.,Positive
ChZDSUhNMG9nS0VJQ0FnSUNiNktuVUh3EAE,,Neutral
ChdDSUhNMG9nS0VJQ0FnSUNia0xLYWpnRRAB,I strongly advise against changing breakfasts of a 2 star hotel not of a 4 star and also wall room and carpet also even the bed frame is sincerely c not a hotel for 4 stars,Neutral
