date,gender,Age_range,country,followers
06/03/22,Female,18-24,France,1
06/03/22,Female,18-24,Other,1
06/03/22,Female,18-24,Tunisia,1
06/03/22,Female,25-34,France,2
06/03/22,Female,25-34,Other,1
06/03/22,Female,25-34,Tunisia,2
06/03/22,Female,35-44,France,2
06/03/22,Female,35-44,Tunisia,2
06/03/22,Female,45+,France,1
06/03/22,Female,45+,Other,1
06/03/22,Female,45+,Tunisia,1
06/03/22,Male,18-24,France,3
06/03/22,Male,25-34,Tunisia,1
06/03/22,Male,45+,Tunisia,2
06/04/22,Female,25-34,Tunisia,1
06/04/22,Female,45+,France,1
06/04/22,Male,18-24,Tunisia,1
06/04/22,Male,25-34,France,1
06/05/22,Female,18-24,Tunisia,2
06/05/22,Female,25-34,Tunisia,2
06/05/22,Female,35-44,France,2
06/05/22,Male,18-24,Other,1
06/05/22,Male,25-34,France,1
06/05/22,Male,25-34,Tunisia,5
06/05/22,Male,35-44,France,1
06/06/22,Female,18-24,France,1
06/06/22,Female,18-24,Tunisia,1
06/06/22,Male,18-24,France,1
06/06/22,Male,25-34,Other,1
06/06/22,Male,35-44,Tunisia,1
06/07/22,Female,25-34,Tunisia,1
06/07/22,Female,35-44,Tunisia,1
06/07/22,Male,18-24,France,1
06/08/22,Female,25-34,France,1
06/08/22,Female,45+,France,1
06/08/22,Female,45+,Tunisia,2
06/08/22,Male,18-24,Other,1
06/08/22,Male,25-34,France,1
06/08/22,Male,25-34,Tunisia,1
06/08/22,Male,35-44,Tunisia,1
06/09/22,Female,25-34,Tunisia,1
06/09/22,Male,18-24,Tunisia,1
06/09/22,Male,25-34,Tunisia,2
06/09/22,Male,35-44,Tunisia,1
06/10/22,Female,18-24,France,1
06/10/22,Female,18-24,Tunisia,1
06/10/22,Female,25-34,Other,1
06/10/22,Female,25-34,Tunisia,1
06/10/22,Female,45+,France,1
06/10/22,Male,25-34,Tunisia,1
06/10/22,Male,35-44,Tunisia,1
06/11/22,Female,25-34,Other,1
06/11/22,Female,45+,Other,1
06/12/22,Female,18-24,France,1
06/12/22,Female,18-24,Tunisia,1
06/12/22,Female,25-34,France,4
06/12/22,Female,25-34,Other,1
06/12/22,Female,25-34,Tunisia,6
06/12/22,Female,35-44,France,2
06/12/22,Female,35-44,Tunisia,3
06/12/22,Female,45+,Tunisia,3
06/12/22,Male,18-24,France,2
06/12/22,Male,18-24,Other,1
06/12/22,Male,18-24,Tunisia,2
06/12/22,Male,25-34,France,2
06/12/22,Male,25-34,Tunisia,1
06/13/22,Female,18-24,France,2
06/13/22,Female,18-24,Other,2
06/13/22,Female,18-24,Tunisia,3
06/13/22,Female,25-34,France,2
06/13/22,Female,25-34,Other,1
06/13/22,Female,25-34,Tunisia,2
06/13/22,Female,35-44,France,2
06/13/22,Female,35-44,Tunisia,3
06/13/22,Female,45+,Tunisia,1
06/13/22,Male,18-24,Other,1
06/13/22,Male,18-24,Tunisia,3
06/13/22,Male,25-34,France,2
06/13/22,Male,25-34,Tunisia,4
06/13/22,Male,35-44,France,1
06/13/22,Male,35-44,Tunisia,3
06/14/22,Female,18-24,Tunisia,1
06/14/22,Female,25-34,France,1
06/14/22,Female,25-34,Tunisia,1
06/14/22,Female,35-44,France,1
06/14/22,Female,35-44,Tunisia,1
06/14/22,Female,45+,Tunisia,1
06/14/22,Male,35-44,France,1
06/14/22,Male,35-44,Tunisia,1
06/14/22,Male,45+,France,1
06/15/22,Female,18-24,Other,1
06/15/22,Female,18-24,Tunisia,2
06/15/22,Female,25-34,France,1
06/15/22,Female,25-34,Tunisia,2
06/15/22,Male,25-34,France,1
06/15/22,Male,25-34,Tunisia,1
06/15/22,Male,35-44,France,1
06/16/22,Female,18-24,Tunisia,1
06/16/22,Female,25-34,France,1
06/16/22,Female,25-34,Tunisia,1
06/16/22,Female,35-44,Other,1
06/16/22,Female,35-44,Tunisia,1
06/16/22,Male,18-24,Other,1
06/17/22,Female,18-24,France,1
06/17/22,Female,25-34,Tunisia,1
06/17/22,Male,18-24,France,1
06/17/22,Male,18-24,Tunisia,1
06/17/22,Male,25-34,France,1
06/17/22,Male,25-34,Tunisia,1
06/18/22,Female,18-24,Tunisia,1
06/18/22,Female,25-34,Tunisia,1
06/18/22,Female,35-44,Other,1
06/18/22,Male,18-24,France,1
06/18/22,Male,18-24,Tunisia,1
06/18/22,Male,25-34,Tunisia,2
06/18/22,Male,35-44,Other,1
06/18/22,Male,45+,Other,1
06/19/22,Female,25-34,Tunisia,1
06/20/22,Female,18-24,France,1
06/20/22,Female,18-24,Tunisia,5
06/20/22,Female,25-34,Tunisia,1
06/20/22,Female,35-44,Other,1
06/20/22,Female,45+,Tunisia,1
06/20/22,Male,18-24,France,1
06/20/22,Male,25-34,France,1
06/20/22,Male,35-44,Other,1
06/20/22,Male,45+,Other,1
06/20/22,Male,45+,Tunisia,1
06/21/22,Female,18-24,Other,1
06/21/22,Female,18-24,Tunisia,5
06/21/22,Female,25-34,Tunisia,4
06/21/22,Female,35-44,France,3
06/21/22,Female,35-44,Other,1
06/21/22,Female,35-44,Tunisia,2
06/21/22,Male,18-24,France,1
06/21/22,Male,18-24,Other,1
06/21/22,Male,18-24,Tunisia,4
06/21/22,Male,25-34,Other,2
06/21/22,Male,25-34,Tunisia,1
06/21/22,Male,35-44,France,1
06/21/22,Male,35-44,Other,1
06/21/22,Male,35-44,Tunisia,1
06/22/22,Female,18-24,France,1
06/22/22,Female,18-24,Tunisia,2
06/22/22,Female,25-34,France,2
06/22/22,Female,25-34,Tunisia,4
06/22/22,Female,35-44,France,1
06/22/22,Female,35-44,Other,1
06/22/22,Female,35-44,Tunisia,5
06/22/22,Female,45+,Tunisia,2
06/22/22,Male,18-24,Other,1
06/22/22,Male,25-34,France,1
06/22/22,Male,25-34,Other,1
06/22/22,Male,25-34,Tunisia,2
06/22/22,Male,35-44,France,1
06/22/22,Male,35-44,Tunisia,1
06/22/22,Male,45+,France,1
06/23/22,Female,18-24,France,2
06/23/22,Female,18-24,Tunisia,5
06/23/22,Female,25-34,Tunisia,2
06/23/22,Female,35-44,France,1
06/23/22,Female,35-44,Tunisia,1
06/23/22,Female,45+,Tunisia,2
06/23/22,Male,18-24,Tunisia,1
06/23/22,Male,25-34,France,2
06/23/22,Male,25-34,Other,1
06/23/22,Male,25-34,Tunisia,2
06/23/22,Male,35-44,France,1
06/23/22,Male,35-44,Tunisia,1
06/24/22,Female,18-24,France,1
06/24/22,Female,18-24,Tunisia,2
06/24/22,Female,25-34,France,1
06/24/22,Female,25-34,Other,1
06/24/22,Female,25-34,Tunisia,1
06/24/22,Female,35-44,Tunisia,2
06/24/22,Female,45+,Other,1
06/24/22,Male,18-24,France,1
06/24/22,Male,25-34,France,1
06/24/22,Male,25-34,Other,1
06/24/22,Male,25-34,Tunisia,1
06/24/22,Male,45+,Tunisia,1
06/25/22,Female,18-24,France,1
06/25/22,Female,18-24,Tunisia,3
06/25/22,Female,25-34,Tunisia,1
06/25/22,Male,25-34,Tunisia,1
06/25/22,Male,35-44,Tunisia,2
06/25/22,Male,45+,Tunisia,1
06/26/22,Female,25-34,France,2
06/26/22,Female,25-34,Tunisia,1
06/26/22,Male,18-24,Tunisia,1
06/26/22,Male,25-34,France,1
06/27/22,Female,18-24,Other,1
06/27/22,Female,25-34,Other,1
06/27/22,Female,25-34,Tunisia,1
06/27/22,Male,18-24,Other,1
06/27/22,Male,25-34,France,1
06/28/22,Female,18-24,Tunisia,1
06/28/22,Female,25-34,Tunisia,1
06/28/22,Female,35-44,France,2
06/29/22,Female,18-24,Tunisia,2
06/29/22,Female,25-34,Tunisia,1
06/29/22,Female,45+,France,2
06/29/22,Female,45+,Tunisia,1
06/29/22,Male,25-34,France,1
06/29/22,Male,25-34,Other,2
06/29/22,Male,35-44,France,1
06/29/22,Male,35-44,Tunisia,1
06/29/22,Male,45+,Tunisia,1
06/30/22,Female,18-24,France,1
06/30/22,Female,18-24,Other,1
06/30/22,Female,35-44,France,1
06/30/22,Female,45+,Tunisia,2
06/30/22,Male,25-34,Other,1
06/30/22,Male,25-34,Tunisia,1
06/30/22,Male,35-44,France,1
07/01/22,Female,18-24,France,1
07/01/22,Female,25-34,France,1
07/01/22,Female,25-34,Other,1
07/01/22,Female,25-34,Tunisia,2
07/01/22,Female,35-44,France,1
07/01/22,Female,45+,France,1
07/01/22,Male,25-34,France,2
07/01/22,Male,25-34,Tunisia,2
07/01/22,Male,45+,Tunisia,1
07/02/22,Female,18-24,Tunisia,2
07/02/22,Female,25-34,Tunisia,2
07/02/22,Female,35-44,Tunisia,1
07/02/22,Male,25-34,Tunisia,1
07/02/22,Male,35-44,France,1
07/03/22,Female,18-24,France,2
07/03/22,Female,18-24,Other,1
07/03/22,Female,18-24,Tunisia,2
07/03/22,Female,25-34,France,4
07/03/22,Female,25-34,Other,1
07/03/22,Female,25-34,Tunisia,3
07/03/22,Female,35-44,France,1
07/03/22,Female,35-44,Tunisia,3
07/03/22,Female,45+,France,2
07/03/22,Female,45+,Other,1
07/03/22,Male,18-24,France,1
07/03/22,Male,18-24,Tunisia,1
07/03/22,Male,25-34,France,1
07/03/22,Male,25-34,Other,2
07/03/22,Male,25-34,Tunisia,4
07/03/22,Male,35-44,France,1
07/03/22,Male,35-44,Other,1
07/03/22,Male,35-44,Tunisia,1
07/04/22,Female,18-24,Other,1
07/04/22,Female,18-24,Tunisia,3
07/04/22,Female,25-34,France,1
07/04/22,Female,25-34,Tunisia,4
07/04/22,Female,35-44,France,2
07/04/22,Female,35-44,Other,1
07/04/22,Female,35-44,Tunisia,1
07/04/22,Female,45+,Tunisia,1
07/04/22,Male,18-24,Tunisia,1
07/04/22,Male,25-34,Other,1
07/04/22,Male,25-34,Tunisia,1
07/04/22,Male,35-44,France,1
07/04/22,Male,35-44,Tunisia,1
07/04/22,Male,45+,Tunisia,1
07/05/22,Female,18-24,Tunisia,1
07/05/22,Female,25-34,France,1
07/05/22,Female,25-34,Tunisia,3
07/05/22,Female,35-44,Other,1
07/05/22,Female,35-44,Tunisia,1
07/05/22,Female,45+,Other,1
07/05/22,Female,45+,Tunisia,1
07/05/22,Male,18-24,France,1
07/05/22,Male,25-34,France,1
07/05/22,Male,25-34,Tunisia,1
07/05/22,Male,35-44,France,1
07/05/22,Male,35-44,Tunisia,2
07/06/22,Female,18-24,France,1
07/06/22,Female,18-24,Tunisia,4
07/06/22,Female,25-34,France,2
07/06/22,Female,25-34,Other,1
07/06/22,Female,25-34,Tunisia,5
07/06/22,Female,35-44,France,1
07/06/22,Female,35-44,Tunisia,2
07/06/22,Female,45+,Tunisia,1
07/06/22,Male,25-34,France,1
07/06/22,Male,25-34,Other,1
07/06/22,Male,25-34,Tunisia,4
07/06/22,Male,35-44,Other,1
07/06/22,Male,35-44,Tunisia,1
07/07/22,Female,18-24,France,2
07/07/22,Female,18-24,Other,1
07/07/22,Female,18-24,Tunisia,2
07/07/22,Female,25-34,France,2
07/07/22,Female,25-34,Other,2
07/07/22,Female,25-34,Tunisia,6
07/07/22,Female,35-44,France,2
07/07/22,Female,35-44,Tunisia,3
07/07/22,Male,18-24,Other,2
07/07/22,Male,18-24,Tunisia,1
07/07/22,Male,25-34,Tunisia,1
07/07/22,Male,35-44,Tunisia,3
07/07/22,Male,45+,France,1
07/07/22,Male,45+,Tunisia,1
07/08/22,Female,18-24,France,1
07/08/22,Female,18-24,Tunisia,7
07/08/22,Female,25-34,France,1
07/08/22,Female,25-34,Other,2
07/08/22,Female,25-34,Tunisia,4
07/08/22,Female,35-44,Tunisia,2
07/08/22,Female,45+,France,1
07/08/22,Female,45+,Tunisia,2
07/08/22,Male,18-24,France,2
07/08/22,Male,18-24,Tunisia,4
07/08/22,Male,25-34,France,2
07/08/22,Male,25-34,Tunisia,3
07/08/22,Male,35-44,France,1
07/08/22,Male,35-44,Other,1
07/08/22,Male,35-44,Tunisia,1
07/08/22,Male,45+,Tunisia,3
07/09/22,Female,18-24,Tunisia,4
07/09/22,Female,25-34,France,1
07/09/22,Female,25-34,Tunisia,1
07/09/22,Female,35-44,Tunisia,3
07/09/22,Female,45+,Tunisia,1
07/09/22,Male,18-24,Tunisia,3
07/09/22,Male,25-34,France,1
07/09/22,Male,25-34,Tunisia,2
07/09/22,Male,35-44,Tunisia,2
07/10/22,Female,18-24,France,2
07/10/22,Female,25-34,Tunisia,1
07/10/22,Male,18-24,Tunisia,1
07/10/22,Male,25-34,France,1
07/10/22,Male,35-44,Tunisia,1
07/11/22,Female,18-24,France,1
07/11/22,Female,25-34,Tunisia,1
07/11/22,Male,25-34,France,2
07/11/22,Male,35-44,France,1
07/12/22,Female,18-24,France,1
07/12/22,Female,18-24,Other,1
07/12/22,Female,18-24,Tunisia,4
07/12/22,Female,25-34,France,1
07/12/22,Female,25-34,Tunisia,3
07/12/22,Female,35-44,France,1
07/12/22,Female,35-44,Other,1
07/12/22,Female,35-44,Tunisia,3
07/12/22,Female,45+,Tunisia,1
07/12/22,Male,18-24,Other,1
07/12/22,Male,18-24,Tunisia,1
07/12/22,Male,25-34,France,2
07/12/22,Male,25-34,Tunisia,1
07/13/22,Female,18-24,France,2
07/13/22,Female,18-24,Other,1
07/13/22,Female,18-24,Tunisia,1
07/13/22,Female,25-34,France,1
07/13/22,Female,25-34,Tunisia,3
07/13/22,Female,35-44,France,1
07/13/22,Female,35-44,Other,1
07/13/22,Female,35-44,Tunisia,2
07/13/22,Female,45+,Tunisia,1
07/13/22,Male,18-24,France,2
07/13/22,Male,18-24,Tunisia,2
07/13/22,Male,25-34,France,2
07/13/22,Male,25-34,Other,1
07/13/22,Male,25-34,Tunisia,4
07/13/22,Male,35-44,Tunisia,1
07/13/22,Male,45+,France,1
07/14/22,Female,18-24,Tunisia,1
07/14/22,Female,25-34,France,2
07/14/22,Female,25-34,Other,1
07/14/22,Female,25-34,Tunisia,2
07/14/22,Female,35-44,France,1
07/14/22,Female,45+,Other,1
07/14/22,Female,45+,Tunisia,1
07/14/22,Male,18-24,France,2
07/14/22,Male,18-24,Tunisia,2
07/14/22,Male,35-44,France,2
07/15/22,Female,18-24,France,3
07/15/22,Female,18-24,Tunisia,1
07/15/22,Female,25-34,France,4
07/15/22,Female,25-34,Other,2
07/15/22,Female,25-34,Tunisia,6
07/15/22,Female,35-44,France,1
07/15/22,Female,35-44,Other,2
07/15/22,Female,35-44,Tunisia,4
07/15/22,Female,45+,France,1
07/15/22,Female,45+,Other,2
07/15/22,Male,18-24,France,2
07/15/22,Male,18-24,Tunisia,2
07/15/22,Male,25-34,France,4
07/15/22,Male,25-34,Other,1
07/15/22,Male,25-34,Tunisia,3
07/15/22,Male,35-44,Other,1
07/15/22,Male,35-44,Tunisia,1
07/16/22,Female,18-24,France,2
07/16/22,Female,18-24,Other,2
07/16/22,Female,18-24,Tunisia,2
07/16/22,Female,25-34,France,1
07/16/22,Female,25-34,Tunisia,7
07/16/22,Female,35-44,France,1
07/16/22,Female,35-44,Other,1
07/16/22,Female,45+,Tunisia,2
07/16/22,Male,18-24,France,1
07/16/22,Male,18-24,Tunisia,3
07/16/22,Male,25-34,France,1
07/16/22,Male,25-34,Other,1
07/16/22,Male,25-34,Tunisia,3
07/16/22,Male,35-44,France,1
07/16/22,Male,35-44,Tunisia,2
07/16/22,Male,45+,France,1
07/16/22,Male,45+,Other,1
07/16/22,Male,45+,Tunisia,1
07/17/22,Female,18-24,Other,1
07/17/22,Female,25-34,Other,1
07/17/22,Female,25-34,Tunisia,4
07/17/22,Female,35-44,Tunisia,3
07/17/22,Female,45+,Tunisia,1
07/17/22,Male,18-24,Tunisia,1
07/17/22,Male,25-34,France,2
07/17/22,Male,25-34,Tunisia,1
07/17/22,Male,35-44,France,1
07/17/22,Male,45+,France,1
07/18/22,Female,18-24,France,1
07/18/22,Female,18-24,Tunisia,1
07/18/22,Female,25-34,France,2
07/18/22,Female,25-34,Other,1
07/18/22,Female,25-34,Tunisia,1
07/18/22,Female,45+,Tunisia,2
07/18/22,Male,18-24,Tunisia,2
07/18/22,Male,35-44,France,2
07/18/22,Male,35-44,Tunisia,1
07/18/22,Male,45+,Tunisia,1
07/19/22,Female,18-24,Tunisia,2
07/19/22,Female,25-34,France,1
07/19/22,Female,35-44,France,1
07/19/22,Female,35-44,Other,1
07/19/22,Female,45+,France,1
07/19/22,Male,18-24,Other,1
07/19/22,Male,25-34,France,1
07/19/22,Male,25-34,Tunisia,2
07/19/22,Male,35-44,Other,1
07/19/22,Male,35-44,Tunisia,1
07/20/22,Female,18-24,France,1
07/20/22,Female,18-24,Tunisia,1
07/20/22,Female,25-34,France,1
07/20/22,Female,25-34,Other,1
07/20/22,Female,35-44,Tunisia,1
07/20/22,Female,45+,France,1
07/20/22,Female,45+,Tunisia,1
07/20/22,Male,25-34,Tunisia,3
07/20/22,Male,35-44,France,1
07/21/22,Female,18-24,France,2
07/21/22,Female,18-24,Tunisia,3
07/21/22,Female,25-34,France,2
07/21/22,Female,25-34,Tunisia,3
07/21/22,Female,45+,France,1
07/21/22,Male,25-34,Tunisia,4
07/21/22,Male,45+,France,1
07/22/22,Female,18-24,Tunisia,1
07/22/22,Female,25-34,Other,1
07/22/22,Female,25-34,Tunisia,5
07/22/22,Male,18-24,France,1
07/22/22,Male,18-24,Tunisia,2
07/22/22,Male,25-34,Tunisia,3
07/22/22,Male,35-44,France,3
07/23/22,Female,18-24,France,3
07/23/22,Female,18-24,Other,3
07/23/22,Female,18-24,Tunisia,4
07/23/22,Female,25-34,France,1
07/23/22,Female,25-34,Tunisia,3
07/23/22,Female,35-44,France,2
07/23/22,Female,35-44,Tunisia,2
07/23/22,Female,45+,France,2
07/23/22,Male,18-24,Tunisia,1
07/23/22,Male,25-34,Other,1
07/23/22,Male,25-34,Tunisia,2
07/23/22,Male,35-44,Other,1
07/23/22,Male,35-44,Tunisia,1
07/24/22,Female,18-24,Tunisia,1
07/24/22,Female,25-34,France,4
07/24/22,Female,25-34,Tunisia,4
07/24/22,Female,35-44,Tunisia,3
07/24/22,Female,45+,France,1
07/24/22,Female,45+,Tunisia,1
07/24/22,Male,25-34,France,1
07/24/22,Male,25-34,Tunisia,2
07/24/22,Male,45+,Tunisia,1
07/25/22,Female,18-24,France,2
07/25/22,Female,18-24,Tunisia,2
07/25/22,Female,25-34,France,1
07/25/22,Female,25-34,Tunisia,4
07/25/22,Female,35-44,France,1
07/25/22,Female,35-44,Tunisia,1
07/25/22,Male,18-24,Tunisia,2
07/25/22,Male,25-34,France,1
07/25/22,Male,25-34,Tunisia,5
07/25/22,Male,35-44,Tunisia,2
07/25/22,Male,45+,France,1
07/26/22,Female,25-34,France,1
07/26/22,Female,25-34,Other,1
07/26/22,Female,35-44,Tunisia,2
07/26/22,Male,18-24,France,1
07/26/22,Male,18-24,Tunisia,1
07/27/22,Female,18-24,France,2
07/27/22,Female,18-24,Tunisia,2
07/27/22,Female,25-34,France,2
07/27/22,Female,25-34,Tunisia,2
07/27/22,Female,35-44,France,1
07/27/22,Female,35-44,Tunisia,1
07/27/22,Female,45+,Other,1
07/27/22,Female,45+,Tunisia,1
07/27/22,Male,18-24,France,1
07/27/22,Male,18-24,Tunisia,1
07/27/22,Male,25-34,France,2
07/27/22,Male,25-34,Tunisia,1
07/27/22,Male,35-44,France,1
07/27/22,Male,35-44,Other,1
07/27/22,Male,45+,France,1
07/28/22,Female,18-24,Tunisia,1
07/28/22,Female,25-34,France,1
07/28/22,Female,25-34,Tunisia,3
07/28/22,Female,35-44,Other,1
07/28/22,Female,35-44,Tunisia,3
07/28/22,Male,18-24,France,1
07/28/22,Male,18-24,Tunisia,1
07/28/22,Male,25-34,Tunisia,3
07/28/22,Male,45+,Tunisia,1
07/29/22,Female,18-24,France,2
07/29/22,Female,25-34,Tunisia,3
07/29/22,Female,35-44,France,1
07/29/22,Male,18-24,Tunisia,1
07/29/22,Male,25-34,France,2
07/29/22,Male,35-44,Tunisia,1
07/30/22,Female,18-24,France,1
07/30/22,Female,18-24,Other,1
07/30/22,Female,18-24,Tunisia,1
07/30/22,Female,25-34,France,5
07/30/22,Female,25-34,Tunisia,5
07/30/22,Female,35-44,Other,1
07/30/22,Female,35-44,Tunisia,1
07/30/22,Male,18-24,France,1
07/30/22,Male,18-24,Tunisia,1
07/30/22,Male,25-34,France,2
07/30/22,Male,25-34,Other,1
07/30/22,Male,25-34,Tunisia,3
07/30/22,Male,35-44,Tunisia,1
07/30/22,Male,45+,Tunisia,1
07/31/22,Female,18-24,France,2
07/31/22,Female,18-24,Tunisia,6
07/31/22,Female,25-34,France,2
07/31/22,Female,25-34,Other,1
07/31/22,Female,25-34,Tunisia,6
07/31/22,Female,35-44,France,2
07/31/22,Female,35-44,Tunisia,4
07/31/22,Female,45+,France,2
07/31/22,Female,45+,Tunisia,1
07/31/22,Male,18-24,France,1
07/31/22,Male,18-24,Tunisia,2
07/31/22,Male,25-34,France,1
07/31/22,Male,25-34,Tunisia,1
07/31/22,Male,35-44,France,1
07/31/22,Male,45+,Other,1
08/01/22,Female,18-24,France,1
08/01/22,Female,18-24,Other,1
08/01/22,Female,18-24,Tunisia,3
08/01/22,Female,25-34,France,2
08/01/22,Female,25-34,Tunisia,5
08/01/22,Female,35-44,France,1
08/01/22,Female,35-44,Tunisia,1
08/01/22,Female,45+,France,1
08/01/22,Male,18-24,France,1
08/01/22,Male,18-24,Tunisia,5
08/01/22,Male,25-34,France,1
08/01/22,Male,25-34,Tunisia,2
08/02/22,Female,18-24,Other,1
08/02/22,Female,18-24,Tunisia,1
08/02/22,Female,25-34,France,3
08/02/22,Female,35-44,France,2
08/02/22,Female,35-44,Tunisia,3
08/02/22,Female,45+,Other,1
08/02/22,Male,18-24,France,1
08/02/22,Male,25-34,France,1
08/02/22,Male,25-34,Tunisia,1
08/02/22,Male,35-44,Tunisia,1
08/02/22,Male,45+,Tunisia,3
08/03/22,Female,18-24,France,2
08/03/22,Female,18-24,Tunisia,2
08/03/22,Female,25-34,Other,1
08/03/22,Female,25-34,Tunisia,2
08/03/22,Female,35-44,Tunisia,2
08/03/22,Female,45+,France,1
08/03/22,Female,45+,Tunisia,2
08/03/22,Male,18-24,Tunisia,5
08/03/22,Male,25-34,Tunisia,3
08/03/22,Male,35-44,France,1
08/03/22,Male,45+,Tunisia,1
08/04/22,Female,18-24,Tunisia,1
08/04/22,Female,25-34,Tunisia,1
08/04/22,Male,25-34,Other,1
08/04/22,Male,35-44,Tunisia,3
08/05/22,Female,18-24,Tunisia,3
08/05/22,Female,25-34,France,3
08/05/22,Female,25-34,Tunisia,1
08/05/22,Female,35-44,Tunisia,2
08/05/22,Female,45+,France,1
08/05/22,Male,18-24,Tunisia,1
08/05/22,Male,25-34,Tunisia,2
08/05/22,Male,35-44,Tunisia,1
08/05/22,Male,45+,France,1
08/05/22,Male,45+,Tunisia,1
08/06/22,Female,18-24,France,1
08/06/22,Female,18-24,Tunisia,2
08/06/22,Female,25-34,France,4
08/06/22,Female,25-34,Other,2
08/06/22,Female,35-44,France,1
08/06/22,Female,35-44,Tunisia,3
08/06/22,Male,25-34,France,2
08/06/22,Male,25-34,Tunisia,1
08/06/22,Male,35-44,Tunisia,1
08/06/22,Male,45+,Tunisia,1
08/07/22,Female,25-34,Tunisia,3
08/07/22,Female,45+,Other,1
08/07/22,Female,45+,Tunisia,1
08/07/22,Male,18-24,France,1
08/07/22,Male,25-34,Tunisia,1
08/07/22,Male,35-44,Tunisia,1
08/08/22,Female,18-24,France,1
08/08/22,Female,18-24,Tunisia,1
08/08/22,Female,25-34,France,1
08/08/22,Female,35-44,France,1
08/08/22,Male,18-24,France,1
08/08/22,Male,18-24,Other,1
08/08/22,Male,18-24,Tunisia,1
08/08/22,Male,25-34,France,1
08/08/22,Male,25-34,Tunisia,2
08/08/22,Male,35-44,Tunisia,1
08/09/22,Female,18-24,France,1
08/09/22,Female,18-24,Tunisia,1
08/09/22,Female,25-34,Tunisia,1
08/09/22,Male,18-24,Tunisia,2
08/09/22,Male,25-34,France,1
08/09/22,Male,25-34,Tunisia,1
08/09/22,Male,35-44,Tunisia,1
08/10/22,Female,18-24,Tunisia,2
08/10/22,Female,25-34,France,1
08/10/22,Female,35-44,Tunisia,2
08/10/22,Female,45+,France,1
08/10/22,Female,45+,Tunisia,2
08/10/22,Male,18-24,France,1
08/10/22,Male,25-34,Tunisia,3
08/10/22,Male,35-44,France,1
08/10/22,Male,35-44,Tunisia,3
08/11/22,Female,25-34,France,2
08/11/22,Female,35-44,France,1
08/11/22,Male,25-34,France,1
08/11/22,Male,25-34,Tunisia,1
08/11/22,Male,35-44,France,1
08/12/22,Female,18-24,France,3
08/12/22,Female,18-24,Other,1
08/12/22,Female,18-24,Tunisia,2
08/12/22,Female,25-34,France,2
08/12/22,Female,25-34,Tunisia,3
08/12/22,Female,35-44,France,1
08/12/22,Female,45+,France,1
08/12/22,Female,45+,Tunisia,1
08/12/22,Male,25-34,Other,1
08/12/22,Male,25-34,Tunisia,3
08/12/22,Male,35-44,France,2
08/12/22,Male,45+,Tunisia,1
08/13/22,Female,18-24,France,2
08/13/22,Female,18-24,Tunisia,2
08/13/22,Female,25-34,Tunisia,1
08/13/22,Female,35-44,France,1
08/13/22,Female,35-44,Tunisia,3
08/13/22,Male,18-24,Tunisia,1
08/13/22,Male,25-34,France,1
08/13/22,Male,35-44,Tunisia,1
08/14/22,Female,18-24,Tunisia,2
08/14/22,Female,25-34,France,1
08/14/22,Female,45+,Tunisia,2
08/14/22,Male,35-44,Tunisia,2
08/14/22,Male,45+,Tunisia,1
08/15/22,Female,25-34,France,2
08/15/22,Female,25-34,Tunisia,2
08/15/22,Female,35-44,Other,1
08/15/22,Male,18-24,Other,1
08/15/22,Male,25-34,France,2
08/15/22,Male,25-34,Tunisia,3
08/16/22,Female,18-24,France,1
08/16/22,Female,18-24,Tunisia,1
08/16/22,Female,25-34,Tunisia,1
08/16/22,Female,45+,France,1
08/16/22,Female,45+,Tunisia,2
08/16/22,Male,18-24,Other,1
08/16/22,Male,25-34,Other,1
08/16/22,Male,25-34,Tunisia,1
08/16/22,Male,35-44,Tunisia,1
08/17/22,Female,25-34,Tunisia,2
08/17/22,Male,25-34,Tunisia,1
08/17/22,Male,35-44,Tunisia,1
08/18/22,Female,25-34,France,1
08/18/22,Female,25-34,Other,1
08/18/22,Female,25-34,Tunisia,2
08/18/22,Female,35-44,Tunisia,1
08/18/22,Male,18-24,Tunisia,1
08/18/22,Male,25-34,Tunisia,1
08/18/22,Male,35-44,Tunisia,1
08/19/22,Female,18-24,Tunisia,1
08/19/22,Female,25-34,France,1
08/19/22,Female,25-34,Tunisia,3
08/19/22,Female,35-44,France,2
08/19/22,Female,35-44,Tunisia,2
08/19/22,Female,45+,Tunisia,1
08/19/22,Male,18-24,Tunisia,1
08/19/22,Male,25-34,Tunisia,1
08/19/22,Male,35-44,Tunisia,2
08/20/22,Female,35-44,Tunisia,1
08/20/22,Female,45+,Tunisia,1
08/20/22,Male,18-24,France,1
08/20/22,Male,18-24,Tunisia,1
08/20/22,Male,25-34,France,1
08/20/22,Male,25-34,Tunisia,1
08/21/22,Female,25-34,Tunisia,2
08/21/22,Female,35-44,Other,1
08/21/22,Female,35-44,Tunisia,1
08/22/22,Female,35-44,France,3
08/22/22,Female,35-44,Other,1
08/22/22,Female,35-44,Tunisia,1
08/22/22,Female,45+,France,1
08/22/22,Male,18-24,Other,1
08/22/22,Male,25-34,Tunisia,1
08/22/22,Male,35-44,France,1
08/22/22,Male,35-44,Other,1
08/22/22,Male,35-44,Tunisia,2
08/23/22,Female,18-24,Tunisia,1
08/23/22,Female,25-34,France,2
08/23/22,Female,35-44,France,1
08/23/22,Female,45+,Tunisia,1
08/23/22,Male,25-34,Tunisia,2
